Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Middle East & North Africa (excluding high income),MNA,Total fisheries production (metric tons),ER.FSH.PROD.MT,356278,377996,389468,396210,450471,438625,532365,470874,439105,451718,477323,456841,500280,647339,620613,570763,652287,642477,664002.9,733903.8,788327.1,823660.08,859947.64,958706.24,1000748.88,1090227.99,1260326.55,1258976.05,1413152.65,1400797.32,1467630.06,1529708.55,1559863.81,1665917.32,1844043.47,2016184.68,1824533.21,2039099.51,2063776.7,2221965.48,2484644.93,2773055.99,2683814.97,2797051.72,2849464.57,3038050.61,3064912.94,3026663.82,3137650.79,3400651.84,3584939.78,3540679.21,3968221.48,4188262.56,4364218.49,4382084.44,4759357.59,4862447.53,5113734.31,5285577.21,5144994.03,,
Montenegro,MNE,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.8,1492,2294,2226.2,2085.4,2357.6,2201.6,2391.5,2415.4,2299.8,2524,2101.7,2389.8,2350,1701.45,,
Mongolia,MNG,Total fisheries production (metric tons),ER.FSH.PROD.MT,,250,250,280,280,290,290,290,300,300,300,300,300,300,300,300,300,265,494,537,346,262,184,347,370,374,412,383,281,254,124,100,120,165,184,158,221,180,311,524,425,290,263,382,305,366,326,185,88,90,100,80,61,55,49,63,15,22,25,30,25,,
Northern Mariana Islands,MNP,Total fisheries production (metric tons),ER.FSH.PROD.MT,100,150,150,150,150,200,200,200,200,200,150,150,150,150,150,150,150,150,150,145,143,143,98,245,345,241,311,218,227,258,175,133,153,147,178,193,249,264,255,192,336,406,296,172,169,214,227,230,184,213,153.24,122.99,132.53,189.12,188.14,145.17,140.84,160.58,156.29,139.27,138.38,,
Mozambique,MOZ,Total fisheries production (metric tons),ER.FSH.PROD.MT,13400,12800,12800,13500,13900,16200,17300,17000,17700,19000,20100,22900,22900,26300,28660,25490,27900,26950,25940,28630,33850,40630,38180,40940,34947,36326,42683,40805,36453,31187,35197,29835,27129,26489,24820,30432,38753,43139,36263,38611,42248,37033,47754,98673,91954,87101,97101,94330,123613,151500,166868,213134.29,218533.61,244799,264983,299011,329786.74,415264.2,390948.12,463545.5,405065.5,,
Mauritania,MRT,Total fisheries production (metric tons),ER.FSH.PROD.MT,20000,22000,23000,23000,23000,25000,27000,30700,37000,43000,49570,58925,36291,33190,43697,33921,33834,37897,41467,24541,21598,58779,56288,81600,57676,66277,76614,88397,77666,76000,66000,67637,66054,59452,53746,56147,63324,74127,98043,104527,114456,140142,156131,199650,270733,304877,165312,223207,195328,216900,276238,372011,437709,387833,378339,403776,609754,794580,967706.75,720849.51,678425,,
Mauritius,MUS,Total fisheries production (metric tons),ER.FSH.PROD.MT,2500,2500,2800,2800,2800,3000,3000,3000,3300,4000,5400,5200,6600,6400,7679,7038,6660,7668,7113,6540,6364,7157,9810,9458,10388,12229,12899,17351,17190,16980,14176,18662,18961,20689,18287,16571,12034,14143,12176,12290,9702,11045,10762,11119,10721,10405,9124,8680,7116,8393.4,7933.5,7843.3,7014,8310.3,15532.5,16571.99,19232.32,26240.52,31408.6,37653.2,29286.88,,
Malawi,MWI,Total fisheries production (metric tons),ER.FSH.PROD.MT,13600,14300,19500,21700,21200,33900,32500,29300,32900,38200,47000,60000,70000,69300,70277,70992,74900,68200,67800,60002,65764,51401,58429,67006,65068,62072,73358,88996,80217,73071,75222,65317,69750,70242,60536,54840,64445,56971,41540,46181,50730,42443,42031,54510,57216,61044,74985,69287,75089,74050,104179,88848,134687,121326,123654.56,152863,172595.39,217120.8,232620,171451,185608.22,,
Malaysia,MYS,Total fisheries production (metric tons),ER.FSH.PROD.MT,155641,168011,189845,220141,213602,230008,273509,344311,383208,349602,341748,368506,359450,444767,525366,474267,516339,622301,688729,699496,740265,808984,732408,795251,802801.4,797307.4,822770.3,911067.57,876258.18,944787.09,1009997.2,980921.79,1107395.76,1156375.14,1184528.49,1249605,1243437,1284446,1290903,1423023,1461854,1416256,1463765,1483588,1543439,1435156,1520484,1658582,1757952,1874592.3,2019559.92,1910009.35,2118044.11,2024494.8,1992223.47,2006574.18,1997473.1,1906298.53,1860378.87,1881797.18,1794271.17,,
North America,NAC,Total fisheries production (metric tons),ER.FSH.PROD.MT,3942268,4192401,4396738,4266229,4106397,4254578,4150233,3955836,4207618,4173624,4548836,4536646,4239014,4246349,4229230,4255040,4565491,4649419,5231724,5356637,5444630,5599626.08,5827130.04,5896755.11,6437235.24,6574129.52,6857688,7811588,7938319.96,7701597.33,7886531.44,7346060.16,7333709.38,7476329.74,7414284.56,6841746,6930102,7180615,6887571,7074814,6747953,7182597,7392106,7476242,7655946,7425638,7422540,7137487,6447120,6211376,6469423,6990679.33,6916211.23,7127740.36,6935681.53,6938100,6999517.93,7066685.29,6977214.54,6782738.83,6036687.41,,
Namibia,NAM,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,5000,5000,5000,5000,6500,6500,6500,6500,6550,7050,7850,8750,9050,9750,10250,10850,11650,12100,12900,13700,14923,32437,33395,21225,280027,226350,679804,826345,687570,591664,539855,540032,638318,606086,632602,593070,663826,672349,603362,618754,593208.5,448421.5,420542.6,427515.6,430400.64,460575.12,528758.35,543113.56,473673.34,547545.73,537428.1,512624.21,511160.34,481227.39,334400.64,,
New Caledonia,NCL,Total fisheries production (metric tons),ER.FSH.PROD.MT,400,400,800,1200,1000,1000,900,500,500,500,500,500,500,800,868,973,883,3042,2963,2629,3349,2448,3384,2974,3721,3445,4518,5331,4180,3619,5558,5063,4284,3621,4239,3833,4256.4,3714.7,4852.3,5100.1,5247.4,5392,5375.9,5336.5,6143,6000,5698,5627.7,6025,5785,5250,5557.48,5551.46,5503,5904,5910,5473.25,5152.5,4746.07,5229.12,4804.48,,
Niger,NER,Total fisheries production (metric tons),ER.FSH.PROD.MT,3400,4200,6000,9000,6300,5000,5000,3700,4300,3000,2400,5400,16400,16200,15050,9142,4715,7372,8783,8934,8892,8208,6840,3251,3000,2000,2345,2283,2499,4741,3354,3145,2464,2172,2533,3651,4167,6341,7025,11014,16265,20821,23600,55900,51506,50058,29875,29768,30000,29954,40070,53258,46600,45200,47329,27300,34892,25545,31392,40409.65,46649,,
Nigeria,NGA,Total fisheries production (metric tons),ER.FSH.PROD.MT,58510,55010,65230,66250,85470,97280,110100,119420,120130,115850,155899,245296,246394,250593,257336,256500,260585,262178,264068,268753,261293,260132,269715,272312,263933,245353,271573,260808,279514,300449,316328,267705,318415,255499,281232,366101,357484,412220,483482,477365,467095,476544,511719,505839,509201,579537,636901,615507,744575,751006,817516,856614,922652,1000061,1073059,1027058,1041498,1212474.97,1169478,1114556.25,1044812.42,,
Nicaragua,NIC,Total fisheries production (metric tons),ER.FSH.PROD.MT,4000,4000,4000,5000,5000,5600,7000,8000,8700,9500,9800,9400,11200,13900,8689,10778,10513,13914,15900,9121,6996,5944,5000,4565,4356,4191,2501,5031,4728,4656,3162,20770,27215,18175,20640,16227,27019,19013,23901,24292,34394,25783,25647,22659,27548,38222,43418,38849,47524,56796,57950,49293,58134.99,67385.9,84930,66070,66205,75881,84022.39,80811,79113,,
Netherlands,NLD,Total fisheries production (metric tons),ER.FSH.PROD.MT,305481,348312,322828,362301,389282,377200,353000,314500,323300,323200,300800,321200,348300,343736,325861,350558,284999,313094,324486,323773,340512,479772,544867,561989,496061,554911,502877,511780,476409,530228,507241,458814,487171,532902,529549,522042,510717,550058,656752,623371,571007,575205,518465,592821,600334,627126,558884,544606,487186.7,442582.6,501497.1,413983.97,393489.33,374057,434399,447260,432310,552300,465171,366630,345033,,
Norway,NOR,Total fisheries production (metric tons),ER.FSH.PROD.MT,1611262,1759313,1573113,1590381,1876635,2459849,3124008,3533030,2950119,2670633,3175376,3269262,3321036,3134108,2786805,2669363,3508848,3626255,2774573,2845844,2598701,2770975,2721571,2987785,2614002,2272909,2095923,2161219,2042857,2101239,1966022,2378110,2765389,2762124,2788056,3002958,3160281,3432957,3461434,3288998,3404243,3385464,3485746,3299951,3324791,3230613,3131885,3370859,3434052.25,3664261.26,3863711.01,3597387.85,3610365.65,3506616.66,3796293.14,3836458.16,3530066.72,3870323.76,4026122.1,3939089.23,4105262.16,,
Nepal,NPL,Total fisheries production (metric tons),ER.FSH.PROD.MT,1300,1500,1500,1500,1600,1600,1603,1809,1818,1926,1900,2100,2200,2200,2200,2500,2800,3000,3300,3500,3654,3868,4400,4700,4860,9076,9443,10716,12100,12522,14546,15595,16540,16950,17003,21148,21879,23207,24866,25780,31723,33270,35000,36568,39947,42463,45425,46779,48750,48230,49730,52450,56000,57520,64900,69500,70543,77157.1,86864,92252,97822,,
Nauru,NRU,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,100,100,100,100,100,100,100,100,100,100,100,100,120,120,120,130,130,140,140,140,140,150,150,150,170,170,180,180,190,377,500,500,480,460,440,420,400,380,360.4,342,342,300,330,370.8,420,475,530,589,255,229,263.1,270.3,270.3,270.3,270.3,9156.5,33525.3,92388.5,,
New Zealand,NZL,Total fisheries production (metric tons),ER.FSH.PROD.MT,52650,51215,49850,50169,44696,49007,56418,60971,59651,50543,60203,66800,59068,66884,70040,65076,71637,79229,99727,120169,157585,170302,175682,205347,218947,214819,225147,260344,304568,343132,380306,435024,521774,485556,503868,627142,500244,725776,741852.1,691847,639113,645879,675245,635603,638323,650774.01,584333.01,606855.01,565003.33,544991.4,547350.37,547886.99,542387.24,541530.91,552654.47,525549.59,534224.08,547894.13,512837.77,527449.89,483330.09,,
OECD members,OED,Total fisheries production (metric tons),ER.FSH.PROD.MT,19385614,20774773,21551641,21867619.1,22677781.1,24094727.4,25756844.8,26768615,27878334,26928394,28838329,30040974,29976459,30899529,31832790,31255115,33391209,33579096,34406154.1,35179322.7,36414546.9,38436218.16,38281605.26,39351876.22,41835844.43,41716407.37,43860076.18,43731298.29,46189172.72,46061155.76,42986737.55,41939682.96,42686826.42,41933239.08,43641497.34,43545064.8,42595503.67,42486702.38,37830262.16,39482787.04,38251046.69,38343096.8,38158409.77,37017934.29,38105856.68,37101939.46,37216373.36,36729798.05,35454171.6,34851581.89,34322475.49,34701373.61,34008483.33,33692549.81,34451411.9,33716756.44,32309857.41,34570335.29,34781784.6,33936492.73,32605850.41,,
Oman,OMN,Total fisheries production (metric tons),ER.FSH.PROD.MT,55000,55000,60000,60000,60000,65000,70000,70000,70000,70000,92000,114000,136000,158000,180000,198850,197984,175000,152000,129000,106000,83650,89376,108766,105200,101180,96353,136140,165676,119224,119783,116454,109218,105772,118572,139861,121618,118995,106184,108809,120434,129929,142674,138834,165531.4,157544,147782,151840,152031,158669.4,164054,158723,191731,206522,211319.4,257192,279691,347616.25,555009.45,580240,794725.95,,
Other small states,OSS,Total fisheries production (metric tons),ER.FSH.PROD.MT,668900,772756,888157,839684,1031504,1271466,1323819,983860,689511,788011,842314,791674,832982,1028797,1060824,1103037,1126123,1511688,1700926,1781741,1656414,1595213,939857,1000530.77,1716956,1872078,1843221.39,1843278,2381305,2105161,2344834.04,1823235.1,2606477,2942415,2635995,2612000,3015081,3198302,2784769,2839351,3125115,3097135,3442370,3221746,2961139,2947379,2533961.3,2380836.5,2237330.6,2115956.9,2069798.95,2123235.4,2490673.88,2462753.7,2101178.73,2462860.11,2254344.47,2391870.31,2501484.11,2261140.71,2084694.28,,
Pakistan,PAK,Total fisheries production (metric tons),ER.FSH.PROD.MT,83817,80996,81727,93593,110668,122758,164642,166565,171167,186016,193624,191611,231862,249884,197861,203889,210679,273425,283329,291279,261842,290988,300111,340861,372014,408303,417966,416269,434924,437064,463828,504433,533245,601034,533857,523739,532339,590107,597457,663531,611228,598436,601640,572413,571482,530614.97,628299,583387,605763,597157,595615,599673.99,622806,632766.01,628504,660652.99,672786.02,694394.99,663893.01,649247,655245,,
Panama,PAN,Total fisheries production (metric tons),ER.FSH.PROD.MT,11000,11500,15300,14100,25900,39700,73100,72300,71900,36800,58890,78750,70156,114959,88762,116934,185339,239751,140097,166331,216811,144798,120016,167593,135014,293351,148191,166386,122861,185778,133738,168163,176720,198059,194740,211388,155732,170550,213711,124382,239625,291596,273238,251036,238272,276977,274580,234296,241207,246975.38,192232.53,178910.79,187830.66,209723.57,174468.46,155362.22,164926.26,163370.85,190217.18,244037.91,192584,,
Peru,PER,Total fisheries production (metric tons),ER.FSH.PROD.MT,3506151,5220102,6887601,6825241,9039766,7386689,8713866,10058345,10446867,9149820,12486174,10508927,4680299,2297699,4127892,3416830,4345703,2505084,3444775,3654059,2710588,2718868,3515401,1570657,3320703,4139214,5617336,4588312,6642537,6868011,6876487,6907401,7512260,9014039,12007167,8943778,9523094,7877810,4353248,8437874,10665428,7999318,8783502,6107547,9634061,9419483,7049332,7260863,7451437,6977772,4394996,8347157.35,4925052.85,6002185.89,3714327.42,4934836.46,3928938.15,4285651.36,7349861.86,5012588.63,5819038.95,,
Philippines,PHL,Total fisheries production (metric tons),ER.FSH.PROD.MT,498365,499123,529681,591478,646376,715572,760840,804352,985764,964447,1103203,1123675,1228537,1314391,1400319,1470726,1378731,1505870,1590167,1607135,1715211,1777203,1903187,2135802.4,2080654,2064366.7,2097164.5,2228233.4,2279701.4,2393133.4,2522319,2618933,2659598,2656487,2742710,2829131,2825515,2820119,2867336,2943418,3020919,3182008,3383487,3632712,3952056,4189329,4433654.49,4735327,4958418.1,4992120.44,5048839,4829100,4751293.32,4578503.58,4596165.27,4511678,4235078.75,4128521.23,4133800.45,4191999.04,4239520.79,,
Palau,PLW,Total fisheries production (metric tons),ER.FSH.PROD.MT,500,500,600,600,1866,3370,3386,4106,5756,5462,8882,2943,2319,3150,7608,7069,6136,4883,10602,6699,7516,10276,5053,1041,1037,1204,1132,1187,1268,1350,1077,1094,1501,1238.64,1088,1417.09,1070.45,913,952,961,1273,1086,1031,1051,1084,1435.9,972,1159.82,1188.2,1075.88,992.11,1023.78,940.91,906.9,893.33,874.19,841.8,3475.7,3910.31,4714.12,798,,
Papua New Guinea,PNG,Total fisheries production (metric tons),ER.FSH.PROD.MT,12200,12200,13100,15200,15200,15800,15300,15400,15800,16500,15628,30668,27271,108492,120247,59438,80307,60744,90267,77588,78126,65811,47175,33954,44076,50763,54686,59986,49202,53893,61792,58572,44982,53499.69,56613.31,71908.66,62878.45,87994.43,105918.55,81036.37,134672.38,156818.88,170016.41,204106.56,294831.37,285896.49,286517.7,277310.15,254978.51,262781.72,261669.95,218965.33,284009.93,269702.04,283956.04,279053.77,349971.47,345656.57,354543.53,310701.94,229671.47,,
Poland,POL,Total fisheries production (metric tons),ER.FSH.PROD.MT,184011,185522,180516,226737,264941,297457,334722,338142,406746,407847,469461,517614,544218,578938,679148,801041,751063,663589,581025,599281,640419,623088,609281,740833,720369,678297,645085,672120,653977,565395,474693,458127,511975,414015,462532,454483,370493,377593,271801,269435,253477,260524,256149,215835,227239,193167,181346,187448,179309,260396,220473,227345,230646,249378.13,231707.69,242399,256408,265195.77,266065.34,256162,254090.3,,
Pre-demographic dividend,PRE,Total fisheries production (metric tons),ER.FSH.PROD.MT,1046607,1057337,1145207,1160347,1373117,1343196,1483745,1525031,1640258,1814584,1892336,1949374,2266829,2238749,2192625,1992004,1934370,2066848,2017770,1991839,1979797,2011018,2023682,2127810,2199121,2201488,2351054,2490633,2581845.31,2675343.03,2835795.2,2625662.75,2814658.31,2769359.36,2721283.08,2974748.74,2997224.15,3153462.83,3172965.37,3299614.95,3484899.91,3512968.56,3523034.83,3747515.25,3985564.25,4125134.5,4050795.5,4348399,4426240.5,4625634.1,4858839.39,5234408.42,5480187.64,5724575.62,5834584.5,5852709.45,6323289.07,7065139.28,7029105.59,7125298.61,6790360.25,,
Puerto Rico,PRI,Total fisheries production (metric tons),ER.FSH.PROD.MT,3100,3100,3300,3300,2900,2800,2500,2500,2200,2200,2100,2200,2100,2000,2000,2275,2663,2881,3197,3597,2557,1784,2202,2655,2354,1496,1327,1288,1697,1977,2062,2357,2330,2322,2726,3817,3101,3685,3949,3937,5608,5457,3699,4095,3799,3912,3112,2389.3,2485,2363,1197.03,1510.1,1901.76,1932.31,1830.39,1845.85,1871.46,1575.66,1660.93,1535.3,1597.69,,
Korea, Dem. People's Rep.,PRK,Total fisheries production (metric tons),ER.FSH.PROD.MT,304426,347387,354556,374129,372410,399143,429841,461690,489218,501844,456743,516133,573263,597457,693138,737608,822889,838564,1204006,1211961,1200299,1450354,1527917,1288383,1446800,1484900,1628100,2034000,1822000,1967000,1378000,1327000,1463000,1527398,1189000,1065400,1035600,725783,709500,701500,680550,714595,713095,713095,713105,713175,713180,713250,713550,715660,727285,728800,724110,720675,793545,787750,828750,833760,886760,884760,882300,,
Portugal,PRT,Total fisheries production (metric tons),ER.FSH.PROD.MT,490387,517910,533968,559026,602540,566673,523276,583556,527714,480590,477877,454093,458809,492694,442879,388204,352823,314155,260079,251428,276451,269720,260033,255819,311549,327919,413184,397713,353693,340030,337660,337132,306884,301751,276668,272795,270798,234992,236328,218875,199657,202673,211706,220854,229263,227782,237732,264099,231833,205893.1,231770.58,225324.39,209055.8,206625.21,195002.95,199662.88,196332.24,195123.74,192261.17,198739.85,174499.71,,
Paraguay,PRY,Total fisheries production (metric tons),ER.FSH.PROD.MT,600,600,600,700,700,700,700,800,1000,1400,1800,2200,2500,2700,2700,2800,2900,3000,3100,3200,3300,3350,3400,3500,5000,7500,13000,10022,10054,11051,12551,13050,18000,19075,25566,40983,23075,28853,32540,28095,37853,29363,33573,29109,24700,23920,23250,22550,21850,21200,20757.42,21929.06,24873,35781,29039,30075,26500,27825.25,28646.55,28940.46,31075,,
West Bank and Gaza,PSE,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,2493,3791,3625,3650,2623,1950,2379,1507,2951,1824,2340,2739,2908,1640,1979,1507,2360,2214,3038,3483,3586,3708,3950,4573,3990,,
Pacific island small states,PSS,Total fisheries production (metric tons),ER.FSH.PROD.MT,15200,15400,17500,18000,19766,21870,25686,26706,28656,28362,35182,34554,38524,38577,47399,44926,54386,52724,66601,81755,84796,92207,86886,105227.59,106926.74,113006,151559.79,152779.72,148899.07,155020.09,162552.13,195961.15,177476.82,171817.7,187885.3,207565.5,191082.9,224093.49,243775.2,296529.62,232936.34,224950.76,234672.55,316285.02,431722.66,452596.34,427640.06,434371.3,360140.85,368908.62,356178.6,378543.71,405599.71,394448.11,472064.22,532624.8,515318.3,488875.17,602408.89,752322.37,751492.33,,
Post-demographic dividend,PST,Total fisheries production (metric tons),ER.FSH.PROD.MT,17960871,19127452,19624155,19722925.1,19904152.1,21492691.4,22387785.8,23930870,25059692,24336909,26023579,26948818,27396906,28246860,28713864,28141461,29821898,29700955,29433481.1,29089456.7,29899759.9,30899593.16,31284035.26,32200324.02,33380986.34,32698298.43,34121471.37,34556209.81,36629920.5,35532077.36,33832942.34,32395267.67,32214814.75,31340744.57,31092283.48,30532572.67,30129118.51,30907243.01,29567412.11,29071358.8,28068075.53,28283635.42,27633887.19,27397884.38,27182654.58,26866996.04,27023851.19,26883284.94,26041877.47,25654756.81,26004834.16,25619903.79,25010561.86,25394577.85,26058298.82,25863827.05,25110860.82,26370234.63,26277408.71,25375846.64,24391823.67,,
French Polynesia,PYF,Total fisheries production (metric tons),ER.FSH.PROD.MT,2600,2700,3000,2500,2500,1900,2100,2000,2100,2300,2300,2200,2400,2600,2386,2169,2828,2705.5,2994,2486,2747,2691,2671,2295.5,2889,2448.21,2361.1,2310,2860,3233,4304,4072,3846,8386.17,9134.96,9440.7,10227.38,12328.32,13029,13272.82,14704.98,16121.62,16631.74,15617.06,14206.81,14550.83,15261.1,15432.19,14229.69,15279.36,15228.44,15737.31,17040.82,17244.94,17497.26,16091.62,15019.79,14882.46,14913.2,15147.51,14107.12,,
Qatar,QAT,Total fisheries production (metric tons),ER.FSH.PROD.MT,800,800,1000,1000,1000,1300,1300,1500,1500,1500,1500,1500,2000,2200,2047,1989,2400,2433,2200,2200,2178,2604,2331,2114,3173,2484,1980,2678,3086,4374,5702,8136,7845,6994,5086,4271,4740,5034,5279,4397,7140,8865,7155,11295,11134,13946,16412,15226,17724,14100,13796,13021,11311,12062,16269,15213,14526,15368,14679,17152,15109.4,,
Romania,ROU,Total fisheries production (metric tons),ER.FSH.PROD.MT,38000,38800,33400,36100,34000,37581,36933,48566,40892,45997,62809,72252,84289,102068,129453,136624,127197,150701,137676,179087,173606,192013,235653,242644,232449,237637,271126,264371,267618,224810,127734,125003,95381,34919,42651,69105,32159,19614,18675,16841,17099,18427,16228,18932,13232,13337,14751,16495,17942,17151,11669.32,11607.26,13964,15364,16927.98,20348.75,25302.03,27796.2,23477.45,23775.18,20172.88,,
Russian Federation,RUS,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8341402,8379911,7791895,6985841,5667226,4575073,3871928,4445218,4797716,4798229,4582282,4289504,4154743,3776940,3392519,3448582,3078381,3351383,3425578,3603049,3527416,3955855,4202090,4398335,4489456.79,4526539.92,4432995.01,4622985.46,4951115.53,5071126.59,5332262.13,5239378.15,5379948.06,,
Rwanda,RWA,Total fisheries production (metric tons),ER.FSH.PROD.MT,500,500,500,500,700,700,700,800,800,800,900,900,800,1000,1368,1198,1008,1325,733,974,1223,982,1240,1248,825,945,1546,1694,1328,1516,2514,3561,3697,3553,3460,3379,3052,4546,6769,6733,6996,7263,7612,8427,8212,6850.15,7741.2,9246.2,11647.25,11612.3,13100.3,17259.33,19485.98,23555.2,26663,30954.2,26593,28357,27534,24760.2,37037.6,,
South Asia,SAS,Total fisheries production (metric tons),ER.FSH.PROD.MT,1708490.01,1566164,1643718,1725767,2088353,2151370,2237418.01,2277961,2472597,2572562,2771248,2897682,2816117,3165948,3417591,3252021,3199397,3401617.99,3432029.01,3482084.01,3580894,3638336,3618516,3846461.5,4221272.1,4263637.6,4473184.89,4473596,4758037,5301557,5469919,5848096,6101006.09,6511436.89,6807643.67,7015240.91,7421145.31,7798017.84,7827817.86,8368565.7,8395215.6,8750610,8940840,9162792.2,9441231.4,9896278.96,10533999,10534984,11669606,11889104.68,12710634.14,12349107.91,13634260.8,13886082.24,14788316.62,15260665.96,16177935.55,17326722.09,18285119.37,19190043.94,20008410.58,,
Saudi Arabia,SAU,Total fisheries production (metric tons),ER.FSH.PROD.MT,10000,16200,18300,19600,17700,18600,20200,22100,21100,22000,21700,22300,23800,26400,23600,23000,23300,22800,24950,24460,24775,28570,31820,35300,38490,43696,45526,47888,46063,48390,42618,42442,48290,50525,56847,48388,51544,54085,56392,52320,55084,63549,63955,67264,66590,74796,81071,84631.4,91238,94105.85,91519,80557,77907,81212,92540,98130,108027,123025,140801,143073.6,161849.12,,
Sudan,SDN,Total fisheries production (metric tons),ER.FSH.PROD.MT,17100,18000,19500,19900,20100,20000,20500,20500,22000,22300,22200,22200,22200,22600,22600,22600,24700,23570,26610,28520,26060,28530,29710,29500,29790,26320,23983,32243,34245,35300,36774,34016,43126,40214,44213,45003,46009.6,48010,50513,50513.5,54010,59007.5,58607.5,60607.5,64607.5,60607.5,58607.5,67466.5,70402.5,73698,73378,73008,41508,40208,39508,40008,41502,47390,51041,50770,47510,,
Senegal,SEN,Total fisheries production (metric tons),ER.FSH.PROD.MT,76200,82600,85900,87500,97600,106600,111700,118076,114976,118981,121065,134582,153039,193041,218108,226578,217663,216696,221219,225238,232530,227216,231971,262960,250359,244982,257938,251955,265009,290350,315161,328743,373391,386158,359929,366372,439287,483542,429554,441081,436109,431357,398149,469382,434577,399902,368435,412405,428353,446271,409794.59,427469.22,461476.47,470302.39,459542.41,426549.51,476247.92,535950.32,485762.69,517151.27,452848.34,,
Singapore,SGP,Total fisheries production (metric tons),ER.FSH.PROD.MT,9200,9700,11500,12500,10400,11000,18500,18200,17300,17000,18310,15230,15735,18640,19276,17598,16504,15157,16206,16971,16082,16301,20202,20764.6,26289.6,23917.9,21487,16908,15250,15497,14848,13734,12513,11940,13962,14731,13921,13634,11855,10868,10964,8826,8854,8183,8715,9167,13388,9678,7018,6774,6447.87,7612.79,9994.31,10070.11,9674.32,10132.3,13085.35,7093.81,7255.4,7281.08,6296.54,,
Solomon Islands,SLB,Total fisheries production (metric tons),ER.FSH.PROD.MT,4000,4000,5000,5000,5300,5300,7300,7400,7400,7400,8500,13511,17005,15924,19676,16940,26284,22863,29192,35431,34866,34728,32518,46014.59,48829.74,43363,56743.39,43562.22,51907.07,50148.79,41409.36,63011.77,47115.72,43633.03,47522.3,64194.41,52458.45,61302.49,60739.59,54570.6,19579.34,24553.36,26258.55,37099.22,36756.87,32779.94,40879.26,33016.78,28617.9,32682.4,44649.66,45938.76,45884.47,48523.88,82882.71,80198.99,76155.86,54821.5,68257.61,74042.88,46520.67,,
Sierra Leone,SLE,Total fisheries production (metric tons),ER.FSH.PROD.MT,20000,22800,26000,28100,29900,32600,32200,33600,23500,25500,31050,31150,51128,67467,68954,68873,55569,55547,52457,57593,48990,49862,51938,50090,51674,52430,52227,52124,52193,52127,56556,65761,68530,66303,62464,64895,67334,72658,63095,59437,74760,75240,83020,95956,132470,143023,144176,139585,197632,199075,200075,202075,203575,205075,206552,202185,202185,202185,202185,202185,200715,,
El Salvador,SLV,Total fisheries production (metric tons),ER.FSH.PROD.MT,7300,8000,8200,8400,9200,9600,10600,9900,10200,10300,11100,10700,10400,12400,9654,8730,7201,6368,9540,12738,13958,20770,12916,7603,12189,16098,20446,21534,11733,10637,9159,11327,12615,13079,14883,15590,14791,12281,11377,10194,9851,20004,36724,36615,44634,43317,46296,58398,57104,52779.71,44082.93,59286.7,57382,55425,64959,61434.71,66520.68,59646.26,62364.98,59135.97,61488.97,,
San Marino,SMR,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Total fisheries production (metric tons),ER.FSH.PROD.MT,4500,4500,4500,4500,4500,4600,4600,4700,5000,5000,5600,5700,5801,5902,5982,10352,8268,9830,8384,10984,14330,9823,9030,11495,19939,16767,18655,19996,20327,21546,23195,23800,25750,27750,29850,32400,30200,28000,25800,28650,24150,31900,29000,30000,30000,25000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,,
Serbia,SRB,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7645.05,9143.8,10686.72,11286.44,13002.33,13012.95,12459.19,10975.54,10761.37,10537,8944.66,7278.65,9420.7,9353.77,7942.26,,
Sub-Saharan Africa (excluding high income),SSA,Total fisheries production (metric tons),ER.FSH.PROD.MT,1974830,2146589,2297154,2431916,2812032,2857029,3016639,3425896,3943182,3930685,3445995,3496057,3832097,3983242,3974321,3764364,3468894,3457613,3432886,3320891,3156567,3250574,3254065,3428760,3315231,3390396,3588467,4436858,4377194.31,4035356.03,4146932.24,3834969.85,4731362.31,4690597.36,4403094.08,4627163.74,4574518.15,4806899.83,4972943.37,5191857.95,5438840.91,5521300.56,5557781.83,5843134.25,6096416.65,6113896.54,5792726.19,5957572.71,6018594.49,6032883,6491640.48,6817462.17,7338064.57,7320429.42,7655909.9,7695876.85,8150102.04,8814715.25,8857917.2,8713719.74,8557659.8,,
